country
USA
India
Brazil
Russia
France
UK
Turkey
Italy
Spain
Germany
"
",1,"
",USA,"
","20,641,963","
","+24,617","
","356,668 ","
",+223,"
","12,181,041","
","+5,200","
","8,104,254","
","29,426","
","62,178","
","1,074","
","254,865,713","
","767,710","
","331,981,544", ,"
",North America,"

",16,931,1,"
","
",2,"
",India,"
","10,324,104","
","+20,695","
","149,458 ","
",+253,"
","9,925,691","
","+23,762","
","248,955","
","8,944","
","7,444","
",108,"
","173,941,658","
","125,424","
","1,386,826,962", ,"
",Asia,"

",134,"9,279",8,"
","
",3,"
",Brazil,"
","7,703,916","
","+3,338","
","195,511 ","
",+70,"
","6,756,284","
","
","752,121","
","8,318","
","36,114","
",917,"
","28,600,000","
","134,070","
","213,320,748", ,"
",South America,"

",28,"1,091",7,"
","
",4,"
",Russia,"
","3,212,637","
","+26,301","
","58,002 ","
",+447,"
","2,599,035","
","+18,897","
","555,600","
","2,300","
","22,009","
",397,"
","91,509,133","
","626,920","
","145,966,142", ,"
",Europe,"

",45,"2,517",2,"
","
",5,"
",France,"
","2,639,773","
","
","64,765 ","
 ","
","194,221","
","
","2,380,787","
","2,634","
","40,397","
",991,"
","35,395,663","
","541,661","
","65,346,543", ,"
",Europe,"

",25,"1,009",2,"
","
",6,"
",UK,"
","2,599,789","
","+57,725","
","74,570 ","
",+445,"
",N/A,"
",N/A,"
",N/A,"
","1,847","
","38,195","
","1,096","
","54,892,984","
","806,468","
","68,065,936", ,"
",Europe,"

",26,913,1,"
","
",7,"
",Turkey,"
","2,232,035","
","+11,180","
 ","21,295 ","
",+202,"
","2,126,432","
","+11,672","
","84,308","
","3,764","
","26,323","
",251,"
","24,811,888","
","292,610","
","84,795,105", ,"
",Asia,"

",38,"3,982",3,"
","
",8,"
",Italy,"
","2,141,201","
","+11,831","
","74,985 ","
",+364,"
","1,489,154","
","+9,166","
","577,062","
","2,569","
","35,441","
","1,241","
","26,823,305","
","443,971","
","60,416,758", ,"
",Europe,"

",28,806,2,"
","
",9,"
",Spain,"
","1,936,718","
","
","50,837 ","
","
",N/A,"
",N/A,"
",N/A,"
","2,018","
","41,415","
","1,087","
","27,016,086","
","577,712","
","46,763,946", ,"
",Europe,"

",24,920,2,"
","
",10,"
",Germany,"
","1,767,594","
","+5,069","
","34,658 ","
",+139,"
","1,368,100","
","+17,300","
","364,836","
","5,726","
","21,063","
",413,"
","34,801,593","
","414,703","
","83,919,309", ,"
",Europe,"

",47,"2,421",2,"
